Date,Total,Day
2015070821,1397,Wednesday
2015070822,1241,Wednesday
2015070823,953,Wednesday
2015070900,683,Thursday
2015070901,277,Thursday
2015070902,137,Thursday
2015070903,133,Thursday
2015070904,320,Thursday
2015070905,1197,Thursday
2015070906,2890,Thursday
2015070907,3562,Thursday
2015070908,3692,Thursday
2015070909,3631,Thursday
2015070910,2954,Thursday
2015070911,2434,Thursday
2015070912,2126,Thursday
2015070913,2508,Thursday
2015070914,2560,Thursday
2015070915,2577,Thursday
2015070916,2672,Thursday
2015070917,2804,Thursday
2015070918,2615,Thursday
2015070919,2137,Thursday
2015070920,1639,Thursday
2015070921,1511,Thursday
2015070922,1303,Thursday
2015070923,1151,Thursday
2015071000,861,Friday
2015071001,563,Friday
2015071002,189,Friday
2015071003,190,Friday
2015071004,375,Friday
2015071005,1295,Friday
2015071006,2799,Friday
2015071007,3560,Friday
2015071008,3759,Friday
2015071009,2854,Friday
2015071010,2292,Friday
2015071011,2168,Friday
2015071012,2450,Friday
2015071013,2219,Friday
2015071014,2450,Friday
2015071015,2528,Friday
2015071016,2570,Friday
2015071017,2537,Friday
2015071018,2720,Friday
2015071019,2404,Friday
2015071020,1951,Friday
2015071021,1550,Friday
2015071022,1540,Friday
2015071023,1392,Friday
2015071100,954,Saturday
2015071101,528,Saturday
2015071102,323,Saturday
2015071103,191,Saturday
2015071104,264,Saturday
2015071105,619,Saturday
2015071106,1430,Saturday
2015071107,1572,Saturday
2015071108,1874,Saturday
2015071109,1840,Saturday
2015071110,2130,Saturday
2015071111,2403,Saturday
2015071112,2429,Saturday
2015071113,2223,Saturday
2015071114,2176,Saturday
2015071115,2097,Saturday
2015071116,2109,Saturday
2015071117,2707,Saturday
2015071118,2144,Saturday
2015071119,2578,Saturday
2015071120,2134,Saturday
2015071121,2177,Saturday
2015071122,2026,Saturday
2015071123,1894,Saturday
2015071200,1197,Sunday
2015071201,662,Sunday
2015071202,335,Sunday
2015071203,233,Sunday
2015071204,230,Sunday
2015071205,333,Sunday
2015071206,662,Sunday
2015071207,919,Sunday
2015071208,1184,Sunday
2015071209,1493,Sunday
2015071210,1810,Sunday
2015071211,2333,Sunday
2015071212,2406,Sunday
2015071213,2289,Sunday
2015071214,2653,Sunday
2015071215,2664,Sunday
2015071216,2651,Sunday
2015071217,2567,Sunday
2015071218,2611,Sunday
2015071219,2525,Sunday
2015071220,2291,Sunday
2015071221,2404,Sunday
2015071222,2515,Sunday
2015071223,1554,Sunday
2015071300,1024,Monday
2015071301,359,Monday
2015071302,132,Monday
2015071303,115,Monday
2015071304,341,Monday
2015071305,1193,Monday
2015071306,2936,Monday
2015071307,3655,Monday
2015071308,3946,Monday
2015071309,3321,Monday
2015071310,2929,Monday
2015071311,2610,Monday
2015071312,2556,Monday
2015071313,2523,Monday
2015071314,2492,Monday
2015071315,2396,Monday
2015071316,2603,Monday
2015071317,2546,Monday
2015071318,1965,Monday
2015071319,1974,Monday
2015071320,1644,Monday
2015071321,1464,Monday
2015071322,1280,Monday
2015071323,878,Monday
2015071400,483,Tuesday
2015071401,224,Tuesday
2015071402,133,Tuesday
2015071403,152,Tuesday
2015071404,290,Tuesday
2015071405,1205,Tuesday
2015071406,2824,Tuesday
2015071407,3768,Tuesday
2015071408,3137,Tuesday
2015071409,3007,Tuesday
2015071410,3049,Tuesday
2015071411,2555,Tuesday
2015071412,2232,Tuesday
2015071413,2224,Tuesday
2015071414,2413,Tuesday
2015071415,2612,Tuesday
2015071416,2719,Tuesday
2015071417,2006,Tuesday
2015071418,2509,Tuesday
2015071419,1980,Tuesday
2015071420,1575,Tuesday
2015071421,1538,Tuesday
2015071422,1228,Tuesday
2015071423,839,Tuesday
2015071500,634,Wednesday
2015071501,314,Wednesday
2015071502,192,Wednesday
2015071503,150,Wednesday
2015071504,315,Wednesday
2015071505,1199,Wednesday
2015071506,2867,Wednesday
2015071507,3644,Wednesday
2015071508,3822,Wednesday
2015071509,3369,Wednesday
2015071510,2802,Wednesday
2015071511,2358,Wednesday
2015071512,2612,Wednesday
2015071513,2499,Wednesday
2015071514,2377,Wednesday
2015071515,2411,Wednesday
2015071516,2656,Wednesday
2015071517,2547,Wednesday
2015071518,2419,Wednesday
2015071519,1976,Wednesday
2015071520,1615,Wednesday
2015071521,1508,Wednesday
2015071522,1354,Wednesday
2015071523,1100,Wednesday
2015071600,664,Thursday
2015071601,306,Thursday
2015071602,182,Thursday
2015071603,152,Thursday
2015071604,317,Thursday
2015071605,1226,Thursday
2015071606,2801,Thursday
2015071607,3723,Thursday
2015071608,4046,Thursday
2015071609,3490,Thursday
2015071610,2945,Thursday
2015071611,2735,Thursday
2015071612,2540,Thursday
2015071613,2676,Thursday
2015071614,2676,Thursday
2015071615,2699,Thursday
2015071616,2644,Thursday
2015071617,2467,Thursday
2015071618,2782,Thursday
2015071619,2300,Thursday
2015071620,2208,Thursday
2015071621,1902,Thursday
2015071622,1178,Thursday
2015071623,1337,Thursday
2015071700,718,Friday
2015071701,340,Friday
2015071702,162,Friday
2015071703,149,Friday
2015071704,349,Friday
2015071705,1247,Friday
2015071706,2798,Friday
2015071707,3034,Friday
2015071708,3868,Friday
2015071709,2879,Friday
2015071710,2513,Friday
2015071711,2476,Friday
2015071712,2485,Friday
2015071713,2445,Friday
2015071714,2677,Friday
2015071715,2706,Friday
2015071716,2728,Friday
2015071717,2747,Friday
2015071718,2752,Friday
2015071719,2627,Friday
2015071720,2066,Friday
2015071721,1819,Friday
2015071722,1702,Friday
2015071723,1343,Friday
2015071800,967,Saturday
2015071801,488,Saturday
2015071802,289,Saturday
2015071803,189,Saturday
2015071804,275,Saturday
2015071805,618,Saturday
2015071806,1320,Saturday
2015071807,1651,Saturday
2015071808,1843,Saturday
2015071809,1745,Saturday
2015071810,1851,Saturday
2015071811,2082,Saturday
2015071812,2171,Saturday
2015071813,2010,Saturday
2015071814,2176,Saturday
2015071815,2152,Saturday
2015071816,2311,Saturday
2015071817,2407,Saturday
2015071818,2490,Saturday
2015071819,2073,Saturday
2015071820,1790,Saturday
2015071821,1638,Saturday
2015071822,1652,Saturday
2015071823,1494,Saturday
2015071900,1228,Sunday
2015071901,703,Sunday
2015071902,366,Sunday
2015071903,273,Sunday
2015071904,267,Sunday
2015071905,370,Sunday
2015071906,771,Sunday
2015071907,979,Sunday
2015071908,1287,Sunday
2015071909,1513,Sunday
2015071910,2360,Sunday
2015071911,2176,Sunday
2015071912,2256,Sunday
2015071913,2480,Sunday
2015071914,2738,Sunday
2015071915,2678,Sunday
2015071916,2707,Sunday
2015071917,2549,Sunday
2015071918,2676,Sunday
2015071919,2461,Sunday
2015071920,2123,Sunday
2015071921,2356,Sunday
2015071922,2480,Sunday
2015071923,2319,Sunday
2015072000,982,Monday
2015072001,396,Monday
2015072002,166,Monday
2015072003,181,Monday
2015072004,364,Monday
2015072005,1254,Monday
2015072006,2925,Monday
2015072007,3740,Monday
2015072008,3853,Monday
2015072009,3600,Monday
2015072010,2459,Monday
2015072011,2572,Monday
2015072012,2689,Monday
2015072013,2665,Monday
2015072014,2438,Monday
2015072015,2656,Monday
2015072016,2554,Monday
2015072017,2418,Monday
2015072018,2156,Monday
2015072019,1916,Monday
2015072020,1515,Monday
2015072021,1582,Monday
2015072022,1267,Monday
2015072023,981,Monday
2015072100,494,Tuesday
2015072101,219,Tuesday
2015072102,137,Tuesday
2015072103,141,Tuesday
2015072104,325,Tuesday
2015072105,1165,Tuesday
2015072106,2835,Tuesday
2015072107,3847,Tuesday
2015072108,4041,Tuesday
2015072109,3512,Tuesday
2015072110,2963,Tuesday
2015072111,2600,Tuesday
2015072112,2125,Tuesday
2015072113,2565,Tuesday
2015072114,2646,Tuesday
2015072115,2483,Tuesday
2015072116,2832,Tuesday
2015072117,2273,Tuesday
2015072118,2876,Tuesday
2015072119,2344,Tuesday
2015072120,1767,Tuesday
2015072121,1335,Tuesday
2015072122,1157,Tuesday
2015072123,953,Tuesday
2015072200,780,Wednesday
2015072201,398,Wednesday
2015072202,143,Wednesday
2015072203,149,Wednesday
2015072204,370,Wednesday
2015072205,1278,Wednesday
2015072206,2880,Wednesday
2015072207,3676,Wednesday
2015072208,3997,Wednesday
2015072209,3655,Wednesday
2015072210,2974,Wednesday
2015072211,2643,Wednesday
2015072212,2501,Wednesday
2015072213,2627,Wednesday
2015072214,2489,Wednesday
2015072215,2591,Wednesday
2015072216,2654,Wednesday
2015072217,2589,Wednesday
2015072218,2621,Wednesday
2015072219,2512,Wednesday
2015072220,2030,Wednesday
2015072221,1650,Wednesday
2015072222,1194,Wednesday
2015072223,944,Wednesday
2015072300,479,Thursday
2015072301,290,Thursday
2015072302,115,Thursday
2015072303,125,Thursday
2015072304,317,Thursday
2015072305,1183,Thursday
2015072306,2840,Thursday
2015072307,3661,Thursday
2015072308,4027,Thursday
2015072309,3296,Thursday
2015072310,2860,Thursday
2015072311,2498,Thursday
2015072312,2514,Thursday
2015072313,2630,Thursday
2015072314,2586,Thursday
2015072315,2423,Thursday
2015072316,2736,Thursday
2015072317,2741,Thursday
2015072318,2631,Thursday
2015072319,2295,Thursday
2015072320,1918,Thursday
2015072321,1680,Thursday
2015072322,1298,Thursday
2015072323,928,Thursday
2015072400,774,Friday
2015072401,356,Friday
2015072402,192,Friday
2015072403,150,Friday
2015072404,325,Friday
2015072405,911,Friday
2015072406,2055,Friday
2015072407,2852,Friday
2015072408,3428,Friday
2015072409,2785,Friday
2015072410,3088,Friday
2015072411,2521,Friday
2015072412,2606,Friday
2015072413,2473,Friday
2015072414,2512,Friday
2015072415,2484,Friday
2015072416,2691,Friday
2015072417,2595,Friday
2015072418,2409,Friday
2015072419,2273,Friday
2015072420,1935,Friday
2015072421,1658,Friday
2015072422,1905,Friday
2015072423,1427,Friday
2015072500,937,Saturday
2015072501,493,Saturday
2015072502,268,Saturday
2015072503,191,Saturday
2015072504,295,Saturday
2015072505,636,Saturday
2015072506,1423,Saturday
2015072507,1641,Saturday
2015072508,1805,Saturday
2015072509,2241,Saturday
2015072510,2434,Saturday
2015072511,2590,Saturday
2015072512,2414,Saturday
2015072513,2142,Saturday
2015072514,2272,Saturday
2015072515,2267,Saturday
2015072516,2318,Saturday
2015072517,2314,Saturday
2015072518,2377,Saturday
2015072519,2274,Saturday
2015072520,1931,Saturday
2015072521,1903,Saturday
2015072522,1941,Saturday
2015072523,2241,Saturday
2015072600,1322,Sunday
2015072601,591,Sunday
2015072602,357,Sunday
2015072603,231,Sunday
2015072604,262,Sunday
2015072605,327,Sunday
2015072606,747,Sunday
2015072607,981,Sunday
2015072608,1174,Sunday
2015072609,1453,Sunday
2015072610,1829,Sunday
2015072611,1961,Sunday
2015072612,2320,Sunday
2015072613,2566,Sunday
2015072614,2614,Sunday
2015072615,2810,Sunday
2015072616,2792,Sunday
2015072617,2774,Sunday
2015072618,2874,Sunday
2015072619,2588,Sunday
2015072620,2411,Sunday
2015072621,2318,Sunday
2015072622,2194,Sunday
2015072623,1582,Sunday
2015072700,857,Monday
2015072701,368,Monday
2015072702,194,Monday
2015072703,109,Monday
2015072704,323,Monday
2015072705,1221,Monday
2015072706,2972,Monday
2015072707,3832,Monday
2015072708,3925,Monday
2015072709,3653,Monday
2015072710,2888,Monday
2015072711,2626,Monday
2015072712,2595,Monday
2015072713,2505,Monday
2015072714,2390,Monday
2015072715,2558,Monday
2015072716,2323,Monday
2015072717,2506,Monday
2015072718,2264,Monday
2015072719,1900,Monday
2015072720,1544,Monday
2015072721,1271,Monday
2015072722,1310,Monday
2015072723,976,Monday
2015072800,515,Tuesday
2015072801,276,Tuesday
2015072802,117,Tuesday
2015072803,101,Tuesday
2015072804,305,Tuesday
2015072805,1176,Tuesday
2015072806,2931,Tuesday
2015072807,3743,Tuesday
2015072808,3683,Tuesday
2015072809,3284,Tuesday
2015072810,2776,Tuesday
2015072811,2352,Tuesday
2015072812,2351,Tuesday
2015072813,2144,Tuesday
2015072814,2408,Tuesday
2015072815,2424,Tuesday
2015072816,2599,Tuesday
2015072817,2636,Tuesday
2015072818,2446,Tuesday
2015072819,2051,Tuesday
2015072820,1687,Tuesday
2015072821,1503,Tuesday
2015072822,1332,Tuesday
2015072823,972,Tuesday
2015072900,612,Wednesday
2015072901,240,Wednesday
2015072902,117,Wednesday
2015072903,136,Wednesday
2015072904,342,Wednesday
2015072905,1207,Wednesday
2015072906,2884,Wednesday
2015072907,3657,Wednesday
2015072908,3483,Wednesday
2015072909,3323,Wednesday
2015072910,3004,Wednesday
2015072911,2462,Wednesday
2015072912,2268,Wednesday
2015072913,2383,Wednesday
2015072914,2388,Wednesday
2015072915,2533,Wednesday
2015072916,2316,Wednesday
2015072917,2534,Wednesday
2015072918,2375,Wednesday
2015072919,1890,Wednesday
2015072920,1759,Wednesday
2015072921,1671,Wednesday
2015072922,1270,Wednesday
2015072923,1067,Wednesday
2015073000,647,Thursday
2015073001,306,Thursday
2015073002,172,Thursday
2015073003,167,Thursday
2015073004,319,Thursday
2015073005,1260,Thursday
2015073006,2968,Thursday
2015073007,3796,Thursday
2015073008,3906,Thursday
2015073009,3574,Thursday
2015073010,2815,Thursday
2015073011,2468,Thursday
2015073012,2281,Thursday
2015073013,2313,Thursday
2015073014,2318,Thursday
2015073015,2445,Thursday
2015073016,2507,Thursday
2015073017,2801,Thursday
2015073018,2890,Thursday
2015073019,2511,Thursday
2015073020,1746,Thursday
2015073021,1575,Thursday
2015073022,1500,Thursday
2015073023,1264,Thursday
2015073100,1088,Friday
2015073101,535,Friday
2015073102,260,Friday
2015073103,184,Friday
2015073104,327,Friday
2015073105,1156,Friday
2015073106,2693,Friday
2015073107,3487,Friday
2015073108,3685,Friday
2015073109,3145,Friday
2015073110,2586,Friday
2015073111,2502,Friday
2015073112,2396,Friday
2015073113,2397,Friday
2015073114,2360,Friday
2015073115,2334,Friday
2015073116,2668,Friday
2015073117,2848,Friday
2015073118,2442,Friday
2015073119,2278,Friday
2015073120,2230,Friday
2015073121,1935,Friday
2015073122,1805,Friday
2015073123,1471,Friday
2015080100,1108,Saturday
2015080101,558,Saturday
2015080102,314,Saturday
2015080103,217,Saturday
2015080104,258,Saturday
2015080105,680,Saturday
2015080106,1469,Saturday
2015080107,1490,Saturday
2015080108,1896,Saturday
2015080109,2375,Saturday
2015080110,2299,Saturday
2015080111,2399,Saturday
2015080112,2148,Saturday
2015080113,2178,Saturday
2015080114,2098,Saturday
2015080115,2325,Saturday
2015080116,2273,Saturday
2015080117,2303,Saturday
2015080118,2336,Saturday
2015080119,2252,Saturday
2015080120,2029,Saturday
2015080121,2021,Saturday
2015080122,2331,Saturday
2015080123,2212,Saturday
2015080200,1292,Sunday
2015080201,660,Sunday
2015080202,391,Sunday
2015080203,251,Sunday
2015080204,246,Sunday
2015080205,340,Sunday
2015080206,737,Sunday
2015080207,964,Sunday
2015080208,1311,Sunday
2015080209,1466,Sunday
2015080210,1847,Sunday
2015080211,2111,Sunday
2015080212,2529,Sunday
2015080213,2470,Sunday
2015080214,2474,Sunday
2015080215,2583,Sunday
2015080216,2551,Sunday
2015080217,2455,Sunday
2015080218,2442,Sunday
2015080219,2200,Sunday
2015080220,2354,Sunday
2015080221,2311,Sunday
2015080222,2550,Sunday
2015080223,2395,Sunday
2015080300,1027,Monday
2015080301,356,Monday
2015080302,186,Monday
2015080303,163,Monday
2015080304,343,Monday
2015080305,1182,Monday
2015080306,2952,Monday
2015080307,3613,Monday
2015080308,3866,Monday
2015080309,3694,Monday
2015080310,2658,Monday
2015080311,2791,Monday
2015080312,2510,Monday
2015080313,2369,Monday
2015080314,2358,Monday
2015080315,2508,Monday
2015080316,2576,Monday
2015080317,2614,Monday
2015080318,2155,Monday
2015080319,1996,Monday
2015080320,1648,Monday
2015080321,1495,Monday
2015080322,1369,Monday
2015080323,1113,Monday
2015080400,568,Tuesday
2015080401,262,Tuesday
2015080402,154,Tuesday
2015080403,114,Tuesday
2015080404,359,Tuesday
2015080405,1500,Tuesday
2015080406,3035,Tuesday
2015080407,3626,Tuesday
2015080408,3787,Tuesday
2015080409,3856,Tuesday
2015080410,3122,Tuesday
2015080411,2564,Tuesday
2015080412,2407,Tuesday
2015080413,2389,Tuesday
2015080414,2514,Tuesday
2015080415,2525,Tuesday
2015080416,2609,Tuesday
2015080417,2617,Tuesday
2015080418,2068,Tuesday
2015080419,2147,Tuesday
2015080420,1480,Tuesday
2015080421,1445,Tuesday
2015080422,1326,Tuesday
2015080423,1027,Tuesday
2015080500,638,Wednesday
2015080501,385,Wednesday
2015080502,132,Wednesday
2015080503,122,Wednesday
2015080504,359,Wednesday
2015080505,996,Wednesday
2015080506,2744,Wednesday
2015080507,3816,Wednesday
2015080508,3797,Wednesday
2015080509,3284,Wednesday
2015080510,2631,Wednesday
2015080511,2630,Wednesday
2015080512,2227,Wednesday
2015080513,2362,Wednesday
2015080514,2463,Wednesday
2015080515,2581,Wednesday
2015080516,2662,Wednesday
2015080517,2508,Wednesday
2015080518,2626,Wednesday
2015080519,2035,Wednesday
2015080520,1775,Wednesday
2015080521,1486,Wednesday
2015080522,1191,Wednesday
2015080523,982,Wednesday
2015080600,660,Thursday
2015080601,315,Thursday
2015080602,137,Thursday
2015080603,131,Thursday
2015080604,421,Thursday
2015080605,1409,Thursday
2015080606,3061,Thursday
2015080607,3694,Thursday
2015080608,3247,Thursday
2015080609,3513,Thursday
2015080610,2835,Thursday
2015080611,2413,Thursday
2015080612,2395,Thursday
2015080613,2257,Thursday
2015080614,2253,Thursday
2015080615,2493,Thursday
2015080616,2435,Thursday
2015080617,2547,Thursday
2015080618,2707,Thursday
2015080619,2265,Thursday
2015080620,1661,Thursday
2015080621,1625,Thursday
2015080622,1331,Thursday
2015080623,1141,Thursday
2015080700,738,Friday
2015080701,383,Friday
2015080702,186,Friday
2015080703,165,Friday
2015080704,343,Friday
2015080705,1205,Friday
2015080706,2813,Friday
2015080707,3423,Friday
2015080708,3517,Friday
2015080709,2986,Friday
2015080710,2475,Friday
2015080711,2473,Friday
2015080712,2021,Friday
2015080713,2437,Friday
2015080714,2444,Friday
2015080715,2413,Friday
2015080716,2673,Friday
2015080717,2814,Friday
2015080718,1914,Friday
2015080719,2436,Friday
2015080720,1794,Friday
2015080721,1709,Friday
2015080722,1597,Friday
2015080723,1335,Friday
2015080800,855,Saturday
2015080801,471,Saturday
2015080802,280,Saturday
2015080803,207,Saturday
2015080804,304,Saturday
2015080805,704,Saturday
2015080806,1347,Saturday
2015080807,1673,Saturday
2015080808,2015,Saturday
2015080809,1785,Saturday
2015080810,1904,Saturday
2015080811,2271,Saturday
2015080812,2227,Saturday
2015080813,2189,Saturday
2015080814,2140,Saturday
2015080815,2199,Saturday
2015080816,2207,Saturday
2015080817,2464,Saturday
2015080818,2231,Saturday
2015080819,2041,Saturday
2015080820,1712,Saturday
2015080821,1706,Saturday
2015080822,1442,Saturday
2015080823,1729,Saturday
2015080900,974,Sunday
2015080901,592,Sunday
2015080902,314,Sunday
2015080903,255,Sunday
2015080904,255,Sunday
2015080905,319,Sunday
2015080906,726,Sunday
2015080907,991,Sunday
2015080908,1144,Sunday
2015080909,1396,Sunday
2015080910,1799,Sunday
2015080911,2225,Sunday
2015080912,2146,Sunday
2015080913,2402,Sunday
2015080914,2448,Sunday
2015080915,2401,Sunday
2015080916,2607,Sunday
2015080917,2559,Sunday
2015080918,2486,Sunday
2015080919,2271,Sunday
2015080920,2261,Sunday
2015080921,2514,Sunday
2015080922,2582,Sunday
2015080923,1732,Sunday
2015081000,807,Monday
2015081001,295,Monday
2015081002,163,Monday
2015081003,165,Monday
2015081004,328,Monday
2015081005,1219,Monday
2015081006,2949,Monday
2015081007,3691,Monday
2015081008,3805,Monday
2015081009,3571,Monday
2015081010,2777,Monday
2015081011,2586,Monday
2015081012,2361,Monday
2015081013,2462,Monday
2015081014,2533,Monday
2015081015,2432,Monday
2015081016,2294,Monday
2015081017,2172,Monday
2015081018,2087,Monday
2015081019,1894,Monday
2015081020,1656,Monday
2015081021,1473,Monday
2015081022,1301,Monday
2015081023,926,Monday
2015081100,664,Tuesday
2015081101,279,Tuesday
2015081102,142,Tuesday
2015081103,143,Tuesday
2015081104,349,Tuesday
2015081105,1060,Tuesday
2015081106,2574,Tuesday
2015081107,3358,Tuesday
2015081108,3477,Tuesday
2015081109,3246,Tuesday
2015081110,2428,Tuesday
2015081111,2613,Tuesday
2015081112,2656,Tuesday
2015081113,2335,Tuesday
2015081114,2440,Tuesday
2015081115,2309,Tuesday
2015081116,2450,Tuesday
2015081117,2129,Tuesday
2015081118,2101,Tuesday
2015081119,1766,Tuesday
2015081120,1472,Tuesday
2015081121,1266,Tuesday
2015081122,1353,Tuesday
2015081123,1029,Tuesday
2015081200,814,Wednesday
2015081201,390,Wednesday
2015081202,165,Wednesday
2015081203,143,Wednesday
2015081204,344,Wednesday
2015081205,1177,Wednesday
2015081206,2845,Wednesday
2015081207,3402,Wednesday
2015081208,3737,Wednesday
2015081209,3558,Wednesday
2015081210,2580,Wednesday
2015081211,2418,Wednesday
2015081212,2521,Wednesday
2015081213,2341,Wednesday
2015081214,2330,Wednesday
2015081215,2542,Wednesday
2015081216,2516,Wednesday
2015081217,2525,Wednesday
2015081218,2245,Wednesday
2015081219,1991,Wednesday
2015081220,1697,Wednesday
2015081221,1607,Wednesday
2015081222,1499,Wednesday
2015081223,1039,Wednesday
2015081300,588,Thursday
2015081301,277,Thursday
2015081302,139,Thursday
2015081303,122,Thursday
2015081304,328,Thursday
2015081305,1173,Thursday
2015081306,2826,Thursday
2015081307,3623,Thursday
2015081308,3533,Thursday
2015081309,3234,Thursday
2015081310,2763,Thursday
2015081311,2535,Thursday
2015081312,2355,Thursday
2015081313,2442,Thursday
2015081314,2501,Thursday
2015081315,2576,Thursday
2015081316,2727,Thursday
2015081317,2628,Thursday
2015081318,2686,Thursday
2015081319,2385,Thursday
2015081320,1954,Thursday
2015081321,1757,Thursday
2015081322,1510,Thursday
2015081323,1181,Thursday
2015081400,773,Friday
2015081401,381,Friday
2015081402,194,Friday
2015081403,129,Friday
2015081404,361,Friday
2015081405,1214,Friday
2015081406,2993,Friday
2015081407,3584,Friday
2015081408,3550,Friday
2015081409,3348,Friday
2015081410,2765,Friday
2015081411,2557,Friday
2015081412,2598,Friday
2015081413,2438,Friday
2015081414,2669,Friday
2015081415,2695,Friday
2015081416,2620,Friday
2015081417,2750,Friday
2015081418,2593,Friday
2015081419,1984,Friday
2015081420,2125,Friday
2015081421,1829,Friday
2015081422,1290,Friday
2015081423,1314,Friday
2015081500,916,Saturday
2015081501,557,Saturday
2015081502,294,Saturday
2015081503,226,Saturday
2015081504,279,Saturday
2015081505,596,Saturday
2015081506,1381,Saturday
2015081507,1360,Saturday
2015081508,1577,Saturday
2015081509,1722,Saturday
2015081510,2196,Saturday
2015081511,2446,Saturday
2015081512,2438,Saturday
2015081513,2329,Saturday
2015081514,2277,Saturday
2015081515,2294,Saturday
2015081516,2286,Saturday
2015081517,2342,Saturday
2015081518,2124,Saturday
2015081519,1900,Saturday
2015081520,1710,Saturday
2015081521,1775,Saturday
2015081522,1899,Saturday
2015081523,1708,Saturday
2015081600,1209,Sunday
2015081601,630,Sunday
2015081602,416,Sunday
2015081603,246,Sunday
2015081604,238,Sunday
2015081605,298,Sunday
2015081606,665,Sunday
2015081607,1027,Sunday
2015081608,1371,Sunday
2015081609,1518,Sunday
2015081610,1871,Sunday
2015081611,2068,Sunday
2015081612,2308,Sunday
2015081613,2330,Sunday
2015081614,2507,Sunday
2015081615,2489,Sunday
2015081616,2386,Sunday
2015081617,2527,Sunday
2015081618,2773,Sunday
2015081619,2644,Sunday
2015081620,2048,Sunday
2015081621,1959,Sunday
2015081622,2144,Sunday
2015081623,1904,Sunday
2015081700,879,Monday
2015081701,418,Monday
2015081702,157,Monday
2015081703,129,Monday
2015081704,311,Monday
2015081705,1148,Monday
2015081706,2960,Monday
2015081707,3376,Monday
2015081708,3754,Monday
2015081709,3449,Monday
2015081710,2885,Monday
2015081711,2711,Monday
2015081712,2524,Monday
2015081713,2396,Monday
2015081714,2433,Monday
2015081715,2532,Monday
2015081716,2579,Monday
2015081717,2423,Monday
2015081718,2013,Monday
2015081719,1614,Monday
2015081720,1611,Monday
2015081721,1571,Monday
2015081722,1306,Monday
2015081723,944,Monday
2015081800,643,Tuesday
2015081801,272,Tuesday
2015081802,164,Tuesday
2015081803,117,Tuesday
2015081804,342,Tuesday
2015081805,1089,Tuesday
2015081806,2843,Tuesday
2015081807,3699,Tuesday
2015081808,3921,Tuesday
2015081809,3548,Tuesday
2015081810,2900,Tuesday
2015081811,2575,Tuesday
2015081812,2340,Tuesday
2015081813,2298,Tuesday
2015081814,2229,Tuesday
2015081815,2464,Tuesday
2015081816,2411,Tuesday
2015081817,2413,Tuesday
2015081818,1846,Tuesday
2015081819,1851,Tuesday
2015081820,1464,Tuesday
2015081821,1497,Tuesday
2015081822,1292,Tuesday
2015081823,1063,Tuesday
2015081900,539,Wednesday
2015081901,297,Wednesday
2015081902,144,Wednesday
2015081903,148,Wednesday
2015081904,350,Wednesday
2015081905,1106,Wednesday
2015081906,2900,Wednesday
2015081907,3711,Wednesday
2015081908,3939,Wednesday
2015081909,3270,Wednesday
2015081910,2718,Wednesday
2015081911,2649,Wednesday
2015081912,2459,Wednesday
2015081913,2211,Wednesday
2015081914,2258,Wednesday
2015081915,2482,Wednesday
2015081916,2669,Wednesday
2015081917,2659,Wednesday
2015081918,2505,Wednesday
2015081919,2017,Wednesday
2015081920,1488,Wednesday
2015081921,1553,Wednesday
2015081922,1275,Wednesday
2015081923,1013,Wednesday
2015082000,640,Thursday
2015082001,368,Thursday
2015082002,207,Thursday
2015082003,158,Thursday
2015082004,316,Thursday
2015082005,1234,Thursday
2015082006,2915,Thursday
2015082007,3698,Thursday
2015082008,3864,Thursday
2015082009,2994,Thursday
2015082010,2708,Thursday
2015082011,2439,Thursday
2015082012,2422,Thursday
2015082013,2367,Thursday
2015082014,2621,Thursday
2015082015,2562,Thursday
2015082016,2525,Thursday
2015082017,2799,Thursday
2015082018,2618,Thursday
2015082019,2031,Thursday
2015082020,1764,Thursday
2015082021,1551,Thursday
2015082022,1495,Thursday
2015082023,1276,Thursday
2015082100,898,Friday
2015082101,596,Friday
2015082102,344,Friday
2015082103,173,Friday
2015082104,396,Friday
2015082105,1024,Friday
2015082106,2666,Friday
2015082107,3575,Friday
2015082108,3652,Friday
2015082109,2979,Friday
2015082110,2453,Friday
2015082111,2437,Friday
2015082112,2556,Friday
2015082113,2487,Friday
2015082114,2539,Friday
2015082115,2563,Friday
2015082116,2718,Friday
2015082117,2620,Friday
2015082118,2573,Friday
2015082119,1927,Friday
2015082120,1639,Friday
2015082121,1763,Friday
2015082122,1699,Friday
2015082123,1521,Friday
2015082200,842,Saturday
2015082201,495,Saturday
2015082202,272,Saturday
2015082203,198,Saturday
2015082204,261,Saturday
2015082205,628,Saturday
2015082206,1384,Saturday
2015082207,1721,Saturday
2015082208,1943,Saturday
2015082209,2088,Saturday
2015082210,2234,Saturday
2015082211,2213,Saturday
2015082212,2354,Saturday
2015082213,2266,Saturday
2015082214,2334,Saturday
2015082215,2581,Saturday
2015082216,2200,Saturday
2015082217,2358,Saturday
2015082218,2373,Saturday
2015082219,1939,Saturday
2015082220,1627,Saturday
2015082221,1676,Saturday
2015082222,1791,Saturday
2015082223,1714,Saturday
2015082300,1146,Sunday
2015082301,650,Sunday
2015082302,350,Sunday
2015082303,240,Sunday
2015082304,255,Sunday
2015082305,281,Sunday
2015082306,735,Sunday
2015082307,920,Sunday
2015082308,1178,Sunday
2015082309,1480,Sunday
2015082310,1836,Sunday
2015082311,2258,Sunday
2015082312,2328,Sunday
2015082313,2411,Sunday
