Date,Total,Day
2010010100,416,Friday
2010010101,532,Friday
2010010102,529,Friday
2010010103,381,Friday
2010010104,315,Friday
2010010105,282,Friday
2010010106,386,Friday
2010010107,487,Friday
2010010108,472,Friday
2010010109,624,Friday
2010010110,813,Friday
2010010111,1060,Friday
2010010112,1252,Friday
2010010113,1499,Friday
2010010114,1553,Friday
2010010115,1606,Friday
2010010116,1573,Friday
2010010117,1538,Friday
2010010118,1064,Friday
2010010119,1407,Friday
2010010120,1064,Friday
2010010121,1096,Friday
2010010122,1054,Friday
2010010123,827,Friday
2010010200,514,Saturday
2010010201,293,Saturday
2010010202,178,Saturday
2010010203,127,Saturday
2010010204,179,Saturday
2010010205,319,Saturday
2010010206,821,Saturday
2010010207,1066,Saturday
2010010208,1488,Saturday
2010010209,1531,Saturday
2010010210,1552,Saturday
2010010211,1952,Saturday
2010010212,2144,Saturday
2010010213,1927,Saturday
2010010214,1812,Saturday
2010010215,1873,Saturday
2010010216,1902,Saturday
2010010217,2063,Saturday
2010010218,2066,Saturday
2010010219,1766,Saturday
2010010220,1393,Saturday
2010010221,1362,Saturday
2010010222,1268,Saturday
2010010223,1134,Saturday
2010010300,712,Sunday
2010010301,392,Sunday
2010010302,243,Sunday
2010010303,180,Sunday
2010010304,207,Sunday
2010010305,268,Sunday
2010010306,547,Sunday
2010010307,728,Sunday
2010010308,802,Sunday
2010010309,1054,Sunday
2010010310,1443,Sunday
2010010311,1712,Sunday
2010010312,1853,Sunday
2010010313,1880,Sunday
2010010314,2045,Sunday
2010010315,2095,Sunday
2010010316,2244,Sunday
2010010317,2174,Sunday
2010010318,1896,Sunday
2010010319,1510,Sunday
2010010320,1181,Sunday
2010010321,1160,Sunday
2010010322,1015,Sunday
2010010323,997,Sunday
2010010400,683,Monday
2010010401,537,Monday
2010010402,220,Monday
2010010403,183,Monday
2010010404,282,Monday
2010010405,884,Monday
2010010406,2311,Monday
2010010407,3165,Monday
2010010408,3878,Monday
2010010409,3110,Monday
2010010410,2364,Monday
2010010411,1963,Monday
2010010412,1981,Monday
2010010413,1748,Monday
2010010414,1788,Monday
2010010415,1965,Monday
2010010416,2235,Monday
2010010417,2196,Monday
2010010418,1809,Monday
2010010419,1281,Monday
2010010420,1200,Monday
2010010421,1074,Monday
2010010422,915,Monday
2010010423,714,Monday
2010010500,529,Tuesday
2010010501,218,Tuesday
2010010502,142,Tuesday
2010010503,150,Tuesday
2010010504,284,Tuesday
2010010505,864,Tuesday
2010010506,2290,Tuesday
2010010507,3323,Tuesday
2010010508,3911,Tuesday
2010010509,3409,Tuesday
2010010510,2606,Tuesday
2010010511,2622,Tuesday
2010010512,1914,Tuesday
2010010513,1828,Tuesday
2010010514,1949,Tuesday
2010010515,2043,Tuesday
2010010516,2092,Tuesday
2010010517,2484,Tuesday
2010010518,2277,Tuesday
2010010519,1712,Tuesday
2010010520,1150,Tuesday
2010010521,1069,Tuesday
2010010522,1001,Tuesday
2010010523,779,Tuesday
2010010600,419,Wednesday
2010010601,196,Wednesday
2010010602,121,Wednesday
2010010603,137,Wednesday
2010010604,241,Wednesday
2010010605,842,Wednesday
2010010606,2212,Wednesday
2010010607,3320,Wednesday
2010010608,3962,Wednesday
2010010609,3520,Wednesday
2010010610,2500,Wednesday
2010010611,2385,Wednesday
2010010612,2040,Wednesday
2010010613,1923,Wednesday
2010010614,2014,Wednesday
2010010615,2260,Wednesday
2010010616,2239,Wednesday
2010010617,2637,Wednesday
2010010618,2346,Wednesday
2010010619,1483,Wednesday
2010010620,1206,Wednesday
2010010621,1035,Wednesday
2010010622,917,Wednesday
2010010623,688,Wednesday
2010010700,463,Thursday
2010010701,165,Thursday
2010010702,107,Thursday
2010010703,111,Thursday
2010010704,243,Thursday
2010010705,902,Thursday
2010010706,2318,Thursday
2010010707,3325,Thursday
2010010708,4048,Thursday
2010010709,3468,Thursday
2010010710,2528,Thursday
2010010711,2326,Thursday
2010010712,1977,Thursday
2010010713,1965,Thursday
2010010714,2340,Thursday
2010010715,2507,Thursday
2010010716,2524,Thursday
2010010717,2822,Thursday
2010010718,2793,Thursday
2010010719,1839,Thursday
2010010720,1292,Thursday
2010010721,1085,Thursday
2010010722,916,Thursday
2010010723,674,Thursday
2010010800,393,Friday
2010010801,219,Friday
2010010802,142,Friday
2010010803,176,Friday
2010010804,220,Friday
2010010805,817,Friday
2010010806,2039,Friday
2010010807,2983,Friday
2010010808,3556,Friday
2010010809,3287,Friday
2010010810,2161,Friday
2010010811,1979,Friday
2010010812,1751,Friday
2010010813,1729,Friday
2010010814,1769,Friday
2010010815,2171,Friday
2010010816,2387,Friday
2010010817,2393,Friday
2010010818,2212,Friday
2010010819,1722,Friday
2010010820,1376,Friday
2010010821,1164,Friday
2010010822,1222,Friday
2010010823,948,Friday
2010010900,580,Saturday
2010010901,348,Saturday
2010010902,184,Saturday
2010010903,172,Saturday
2010010904,169,Saturday
2010010905,370,Saturday
2010010906,960,Saturday
2010010907,1282,Saturday
2010010908,1492,Saturday
2010010909,1558,Saturday
2010010910,1588,Saturday
2010010911,1618,Saturday
2010010912,2064,Saturday
2010010913,2005,Saturday
2010010914,1693,Saturday
2010010915,1571,Saturday
2010010916,2259,Saturday
2010010917,2442,Saturday
2010010918,2048,Saturday
2010010919,2266,Saturday
2010010920,1764,Saturday
2010010921,1522,Saturday
2010010922,1377,Saturday
2010010923,1260,Saturday
2010011000,841,Sunday
2010011001,425,Sunday
2010011002,230,Sunday
2010011003,158,Sunday
2010011004,191,Sunday
2010011005,245,Sunday
2010011006,597,Sunday
2010011007,884,Sunday
2010011008,908,Sunday
2010011009,1176,Sunday
2010011010,1480,Sunday
2010011011,1997,Sunday
2010011012,2125,Sunday
2010011013,2145,Sunday
2010011014,2070,Sunday
2010011015,2151,Sunday
2010011016,2129,Sunday
2010011017,2200,Sunday
2010011018,2133,Sunday
2010011019,1696,Sunday
2010011020,1535,Sunday
2010011021,1444,Sunday
2010011022,1203,Sunday
2010011023,818,Sunday
2010011100,524,Monday
2010011101,247,Monday
2010011102,108,Monday
2010011103,131,Monday
2010011104,265,Monday
2010011105,926,Monday
2010011106,2321,Monday
2010011107,3415,Monday
2010011108,4088,Monday
2010011109,3793,Monday
2010011110,2982,Monday
2010011111,2496,Monday
2010011112,2204,Monday
2010011113,1878,Monday
2010011114,1826,Monday
2010011115,2028,Monday
2010011116,2312,Monday
2010011117,2319,Monday
2010011118,1981,Monday
2010011119,1504,Monday
2010011120,1155,Monday
2010011121,1032,Monday
2010011122,887,Monday
2010011123,653,Monday
2010011200,384,Tuesday
2010011201,226,Tuesday
2010011202,88,Tuesday
2010011203,135,Tuesday
2010011204,256,Tuesday
2010011205,890,Tuesday
2010011206,2402,Tuesday
2010011207,3631,Tuesday
2010011208,4190,Tuesday
2010011209,3698,Tuesday
2010011210,2769,Tuesday
2010011211,2363,Tuesday
2010011212,2216,Tuesday
2010011213,1997,Tuesday
2010011214,2114,Tuesday
2010011215,2300,Tuesday
2010011216,2328,Tuesday
2010011217,2519,Tuesday
2010011218,2242,Tuesday
2010011219,1717,Tuesday
2010011220,1318,Tuesday
2010011221,1083,Tuesday
2010011222,868,Tuesday
2010011223,615,Tuesday
2010011300,388,Wednesday
2010011301,181,Wednesday
2010011302,107,Wednesday
2010011303,147,Wednesday
2010011304,232,Wednesday
2010011305,874,Wednesday
2010011306,2270,Wednesday
2010011307,3412,Wednesday
2010011308,4069,Wednesday
2010011309,3828,Wednesday
2010011310,2845,Wednesday
2010011311,2390,Wednesday
2010011312,2143,Wednesday
2010011313,2138,Wednesday
2010011314,2212,Wednesday
2010011315,2299,Wednesday
2010011316,2341,Wednesday
2010011317,2712,Wednesday
2010011318,2277,Wednesday
2010011319,1613,Wednesday
2010011320,1299,Wednesday
2010011321,1187,Wednesday
2010011322,959,Wednesday
2010011323,638,Wednesday
2010011400,344,Thursday
2010011401,204,Thursday
2010011402,106,Thursday
2010011403,140,Thursday
2010011404,252,Thursday
2010011405,893,Thursday
2010011406,2185,Thursday
2010011407,3312,Thursday
2010011408,3953,Thursday
2010011409,3373,Thursday
2010011410,2685,Thursday
2010011411,2374,Thursday
2010011412,2134,Thursday
2010011413,2080,Thursday
2010011414,2202,Thursday
2010011415,2437,Thursday
2010011416,2593,Thursday
2010011417,2943,Thursday
2010011418,2574,Thursday
2010011419,1821,Thursday
2010011420,1368,Thursday
2010011421,1229,Thursday
2010011422,1100,Thursday
2010011423,767,Thursday
2010011500,427,Friday
2010011501,219,Friday
2010011502,154,Friday
2010011503,152,Friday
2010011504,250,Friday
2010011505,823,Friday
2010011506,2278,Friday
2010011507,3326,Friday
2010011508,4140,Friday
2010011509,3465,Friday
2010011510,2627,Friday
2010011511,2149,Friday
2010011512,2189,Friday
2010011513,2024,Friday
2010011514,1952,Friday
2010011515,2275,Friday
2010011516,2584,Friday
2010011517,2780,Friday
2010011518,2555,Friday
2010011519,2331,Friday
2010011520,1500,Friday
2010011521,1420,Friday
2010011522,1267,Friday
2010011523,1031,Friday
2010011600,702,Saturday
2010011601,388,Saturday
2010011602,190,Saturday
2010011603,140,Saturday
2010011604,191,Saturday
2010011605,417,Saturday
2010011606,1016,Saturday
2010011607,1275,Saturday
2010011608,1535,Saturday
2010011609,1621,Saturday
2010011610,1703,Saturday
2010011611,1954,Saturday
2010011612,2277,Saturday
2010011613,2152,Saturday
2010011614,2347,Saturday
2010011615,2328,Saturday
2010011616,2243,Saturday
2010011617,2351,Saturday
2010011618,2374,Saturday
2010011619,2131,Saturday
2010011620,1562,Saturday
2010011621,1398,Saturday
2010011622,1394,Saturday
2010011623,1231,Saturday
2010011700,757,Sunday
2010011701,409,Sunday
2010011702,226,Sunday
2010011703,153,Sunday
2010011704,190,Sunday
2010011705,240,Sunday
2010011706,523,Sunday
2010011707,749,Sunday
2010011708,889,Sunday
2010011709,1132,Sunday
2010011710,1505,Sunday
2010011711,1673,Sunday
2010011712,1876,Sunday
2010011713,1890,Sunday
2010011714,1789,Sunday
2010011715,1870,Sunday
2010011716,1951,Sunday
2010011717,1671,Sunday
2010011718,1721,Sunday
2010011719,1362,Sunday
2010011720,1261,Sunday
2010011721,1187,Sunday
2010011722,997,Sunday
2010011723,976,Sunday
2010011800,562,Monday
2010011801,379,Monday
2010011802,126,Monday
2010011803,126,Monday
2010011804,179,Monday
2010011805,636,Monday
2010011806,1620,Monday
2010011807,2097,Monday
2010011808,2410,Monday
2010011809,2305,Monday
2010011810,2157,Monday
2010011811,2117,Monday
2010011812,2126,Monday
2010011813,1972,Monday
2010011814,2169,Monday
2010011815,2307,Monday
2010011816,2513,Monday
2010011817,2615,Monday
2010011818,2701,Monday
2010011819,1848,Monday
2010011820,1594,Monday
2010011821,1305,Monday
2010011822,1324,Monday
2010011823,909,Monday
2010011900,433,Tuesday
2010011901,239,Tuesday
2010011902,121,Tuesday
2010011903,102,Tuesday
2010011904,228,Tuesday
2010011905,896,Tuesday
2010011906,2321,Tuesday
2010011907,3471,Tuesday
2010011908,4182,Tuesday
2010011909,4047,Tuesday
2010011910,2961,Tuesday
2010011911,2361,Tuesday
2010011912,2201,Tuesday
2010011913,1909,Tuesday
2010011914,2045,Tuesday
2010011915,2279,Tuesday
2010011916,2552,Tuesday
2010011917,2491,Tuesday
2010011918,2143,Tuesday
2010011919,1439,Tuesday
2010011920,1189,Tuesday
2010011921,1004,Tuesday
2010011922,906,Tuesday
2010011923,714,Tuesday
2010012000,372,Wednesday
2010012001,158,Wednesday
2010012002,126,Wednesday
2010012003,124,Wednesday
2010012004,237,Wednesday
2010012005,859,Wednesday
2010012006,2214,Wednesday
2010012007,3394,Wednesday
2010012008,4071,Wednesday
2010012009,3719,Wednesday
2010012010,2456,Wednesday
2010012011,2727,Wednesday
2010012012,2268,Wednesday
2010012013,1945,Wednesday
2010012014,2062,Wednesday
2010012015,2386,Wednesday
2010012016,2421,Wednesday
2010012017,3099,Wednesday
2010012018,2666,Wednesday
2010012019,1989,Wednesday
2010012020,1333,Wednesday
2010012021,1091,Wednesday
2010012022,986,Wednesday
2010012023,613,Wednesday
2010012100,401,Thursday
2010012101,172,Thursday
2010012102,105,Thursday
2010012103,146,Thursday
2010012104,236,Thursday
2010012105,922,Thursday
2010012106,2355,Thursday
2010012107,3604,Thursday
2010012108,4103,Thursday
2010012109,3942,Thursday
2010012110,2860,Thursday
2010012111,2260,Thursday
2010012112,2031,Thursday
2010012113,2033,Thursday
2010012114,2232,Thursday
2010012115,2602,Thursday
2010012116,2218,Thursday
2010012117,2939,Thursday
2010012118,2963,Thursday
2010012119,2383,Thursday
2010012120,1408,Thursday
2010012121,1229,Thursday
2010012122,1086,Thursday
2010012123,803,Thursday
2010012200,453,Friday
2010012201,214,Friday
2010012202,132,Friday
2010012203,158,Friday
2010012204,238,Friday
2010012205,899,Friday
2010012206,2166,Friday
2010012207,3252,Friday
2010012208,4002,Friday
2010012209,3499,Friday
2010012210,2299,Friday
2010012211,2344,Friday
2010012212,2009,Friday
2010012213,1992,Friday
2010012214,1312,Friday
2010012215,2378,Friday
2010012216,2851,Friday
2010012217,2685,Friday
2010012218,2453,Friday
2010012219,2055,Friday
2010012220,1457,Friday
2010012221,1261,Friday
2010012222,1137,Friday
2010012223,1049,Friday
2010012300,630,Saturday
2010012301,300,Saturday
2010012302,204,Saturday
2010012303,166,Saturday
2010012304,198,Saturday
2010012305,426,Saturday
2010012306,1017,Saturday
2010012307,1337,Saturday
2010012308,1834,Saturday
2010012309,1885,Saturday
2010012310,1870,Saturday
2010012311,2184,Saturday
2010012312,2213,Saturday
2010012313,2179,Saturday
2010012314,2219,Saturday
2010012315,2266,Saturday
2010012316,2233,Saturday
2010012317,2455,Saturday
2010012318,2244,Saturday
2010012319,2305,Saturday
2010012320,1854,Saturday
2010012321,1370,Saturday
2010012322,1311,Saturday
2010012323,1181,Saturday
2010012400,754,Sunday
2010012401,406,Sunday
2010012402,205,Sunday
2010012403,171,Sunday
2010012404,166,Sunday
2010012405,238,Sunday
2010012406,525,Sunday
2010012407,773,Sunday
2010012408,981,Sunday
2010012409,1376,Sunday
2010012410,1637,Sunday
2010012411,2007,Sunday
2010012412,2212,Sunday
2010012413,2014,Sunday
2010012414,1992,Sunday
2010012415,1944,Sunday
2010012416,1890,Sunday
2010012417,1712,Sunday
2010012418,1704,Sunday
2010012419,1441,Sunday
2010012420,1447,Sunday
2010012421,1159,Sunday
2010012422,877,Sunday
2010012423,855,Sunday
2010012500,775,Monday
2010012501,502,Monday
2010012502,145,Monday
2010012503,125,Monday
2010012504,239,Monday
2010012505,861,Monday
2010012506,2254,Monday
2010012507,3021,Monday
2010012508,3864,Monday
2010012509,3343,Monday
2010012510,2799,Monday
2010012511,2227,Monday
2010012512,1938,Monday
2010012513,1576,Monday
2010012514,1675,Monday
2010012515,1942,Monday
2010012516,2015,Monday
2010012517,2060,Monday
2010012518,2104,Monday
2010012519,1614,Monday
2010012520,1220,Monday
2010012521,1181,Monday
2010012522,935,Monday
2010012523,830,Monday
2010012600,648,Tuesday
2010012601,224,Tuesday
2010012602,135,Tuesday
2010012603,124,Tuesday
2010012604,216,Tuesday
2010012605,918,Tuesday
2010012606,2349,Tuesday
2010012607,3586,Tuesday
2010012608,4114,Tuesday
2010012609,3700,Tuesday
2010012610,2961,Tuesday
2010012611,2369,Tuesday
2010012612,2363,Tuesday
2010012613,2097,Tuesday
2010012614,1977,Tuesday
2010012615,2370,Tuesday
2010012616,2329,Tuesday
2010012617,2630,Tuesday
2010012618,2173,Tuesday
2010012619,1645,Tuesday
2010012620,1191,Tuesday
2010012621,1032,Tuesday
2010012622,898,Tuesday
2010012623,602,Tuesday
2010012700,312,Wednesday
2010012701,136,Wednesday
2010012702,103,Wednesday
2010012703,141,Wednesday
2010012704,235,Wednesday
2010012705,868,Wednesday
2010012706,2335,Wednesday
2010012707,3550,Wednesday
2010012708,4229,Wednesday
2010012709,3594,Wednesday
2010012710,3135,Wednesday
2010012711,2505,Wednesday
2010012712,2292,Wednesday
2010012713,2323,Wednesday
2010012714,2072,Wednesday
2010012715,2489,Wednesday
2010012716,2500,Wednesday
2010012717,2781,Wednesday
2010012718,2449,Wednesday
2010012719,1607,Wednesday
2010012720,1324,Wednesday
2010012721,1141,Wednesday
2010012722,932,Wednesday
2010012723,641,Wednesday
2010012800,376,Thursday
2010012801,153,Thursday
2010012802,99,Thursday
2010012803,140,Thursday
2010012804,214,Thursday
2010012805,855,Thursday
2010012806,2314,Thursday
2010012807,3557,Thursday
2010012808,3683,Thursday
2010012809,3408,Thursday
2010012810,2793,Thursday
2010012811,2448,Thursday
2010012812,1886,Thursday
2010012813,1881,Thursday
2010012814,1903,Thursday
2010012815,2291,Thursday
2010012816,2412,Thursday
2010012817,2928,Thursday
2010012818,2485,Thursday
2010012819,1811,Thursday
2010012820,1370,Thursday
2010012821,1186,Thursday
2010012822,1035,Thursday
2010012823,835,Thursday
2010012900,595,Friday
2010012901,173,Friday
2010012902,112,Friday
2010012903,147,Friday
2010012904,237,Friday
2010012905,864,Friday
2010012906,2259,Friday
2010012907,3544,Friday
2010012908,4040,Friday
2010012909,3545,Friday
2010012910,2388,Friday
2010012911,2492,Friday
2010012912,2243,Friday
2010012913,2060,Friday
2010012914,2166,Friday
2010012915,2656,Friday
2010012916,2501,Friday
2010012917,2942,Friday
2010012918,2557,Friday
2010012919,2421,Friday
2010012920,1556,Friday
2010012921,1454,Friday
2010012922,1299,Friday
2010012923,1050,Friday
2010013000,624,Saturday
2010013001,304,Saturday
2010013002,182,Saturday
2010013003,142,Saturday
2010013004,183,Saturday
2010013005,391,Saturday
2010013006,1052,Saturday
2010013007,1812,Saturday
2010013008,1726,Saturday
2010013009,1902,Saturday
2010013010,1743,Saturday
2010013011,1896,Saturday
2010013012,1958,Saturday
2010013013,1999,Saturday
2010013014,1895,Saturday
2010013015,1921,Saturday
2010013016,2051,Saturday
2010013017,1644,Saturday
2010013018,2656,Saturday
2010013019,2185,Saturday
2010013020,1888,Saturday
2010013021,1392,Saturday
2010013022,1296,Saturday
2010013023,1119,Saturday
2010013100,698,Sunday
2010013101,432,Sunday
2010013102,236,Sunday
2010013103,170,Sunday
2010013104,160,Sunday
2010013105,239,Sunday
2010013106,581,Sunday
2010013107,773,Sunday
2010013108,1062,Sunday
2010013109,1259,Sunday
2010013110,1751,Sunday
2010013111,1861,Sunday
2010013112,2193,Sunday
2010013113,2116,Sunday
2010013114,2343,Sunday
2010013115,2240,Sunday
2010013116,2204,Sunday
2010013117,2531,Sunday
2010013118,2388,Sunday
2010013119,1842,Sunday
2010013120,1563,Sunday
2010013121,1340,Sunday
2010013122,1139,Sunday
2010013123,908,Sunday
2010020100,473,Monday
2010020101,138,Monday
2010020102,105,Monday
2010020103,103,Monday
2010020104,221,Monday
2010020105,874,Monday
2010020106,2405,Monday
2010020107,3436,Monday
2010020108,4209,Monday
2010020109,3852,Monday
2010020110,2734,Monday
2010020111,2190,Monday
2010020112,2142,Monday
2010020113,1807,Monday
2010020114,2013,Monday
2010020115,2166,Monday
2010020116,2522,Monday
2010020117,2720,Monday
2010020118,2241,Monday
2010020119,1704,Monday
2010020120,1318,Monday
2010020121,1062,Monday
2010020122,865,Monday
2010020123,639,Monday
2010020200,359,Tuesday
2010020201,151,Tuesday
2010020202,85,Tuesday
2010020203,99,Tuesday
2010020204,233,Tuesday
2010020205,887,Tuesday
2010020206,2263,Tuesday
2010020207,3657,Tuesday
2010020208,4214,Tuesday
2010020209,3691,Tuesday
2010020210,2562,Tuesday
2010020211,2430,Tuesday
2010020212,2054,Tuesday
2010020213,1840,Tuesday
2010020214,1947,Tuesday
2010020215,2286,Tuesday
2010020216,2393,Tuesday
2010020217,2617,Tuesday
2010020218,2195,Tuesday
2010020219,1656,Tuesday
2010020220,1239,Tuesday
2010020221,1071,Tuesday
2010020222,872,Tuesday
2010020223,641,Tuesday
2010020300,380,Wednesday
2010020301,161,Wednesday
2010020302,110,Wednesday
2010020303,153,Wednesday
2010020304,230,Wednesday
2010020305,849,Wednesday
2010020306,2155,Wednesday
2010020307,3207,Wednesday
2010020308,4016,Wednesday
2010020309,3886,Wednesday
2010020310,2762,Wednesday
2010020311,2393,Wednesday
2010020312,2208,Wednesday
2010020313,2080,Wednesday
2010020314,2045,Wednesday
2010020315,2165,Wednesday
2010020316,2309,Wednesday
2010020317,2653,Wednesday
2010020318,2106,Wednesday
2010020319,1581,Wednesday
2010020320,1267,Wednesday
2010020321,1083,Wednesday
2010020322,915,Wednesday
2010020323,656,Wednesday
2010020400,359,Thursday
2010020401,136,Thursday
2010020402,106,Thursday
2010020403,131,Thursday
2010020404,252,Thursday
2010020405,888,Thursday
2010020406,2292,Thursday
2010020407,3395,Thursday
2010020408,4176,Thursday
2010020409,3808,Thursday
2010020410,2766,Thursday
2010020411,2274,Thursday
2010020412,2181,Thursday
2010020413,2238,Thursday
2010020414,2221,Thursday
2010020415,2457,Thursday
2010020416,2449,Thursday
2010020417,2827,Thursday
2010020418,2703,Thursday
2010020419,1935,Thursday
2010020420,1467,Thursday
2010020421,1213,Thursday
2010020422,937,Thursday
2010020423,814,Thursday
2010020500,366,Friday
2010020501,182,Friday
2010020502,132,Friday
2010020503,152,Friday
2010020504,258,Friday
2010020505,942,Friday
2010020506,2277,Friday
2010020507,3366,Friday
2010020508,4119,Friday
2010020509,3201,Friday
2010020510,2455,Friday
2010020511,2116,Friday
2010020512,1966,Friday
2010020513,1930,Friday
2010020514,2251,Friday
2010020515,2115,Friday
2010020516,2671,Friday
2010020517,2675,Friday
2010020518,1955,Friday
2010020519,2123,Friday
2010020520,1339,Friday
2010020521,1178,Friday
2010020522,995,Friday
2010020523,776,Friday
2010020600,528,Saturday
2010020601,253,Saturday
2010020602,163,Saturday
2010020603,147,Saturday
2010020604,139,Saturday
2010020605,303,Saturday
2010020606,742,Saturday
2010020607,1097,Saturday
2010020608,1173,Saturday
2010020609,1214,Saturday
2010020610,1100,Saturday
2010020611,1354,Saturday
2010020612,1453,Saturday
2010020613,1384,Saturday
2010020614,1337,Saturday
2010020615,1454,Saturday
2010020616,1666,Saturday
2010020617,2010,Saturday
2010020618,1952,Saturday
2010020619,1572,Saturday
2010020620,1255,Saturday
2010020621,1279,Saturday
2010020622,1148,Saturday
2010020623,971,Saturday
2010020700,613,Sunday
2010020701,302,Sunday
2010020702,185,Sunday
2010020703,141,Sunday
2010020704,158,Sunday
2010020705,215,Sunday
2010020706,501,Sunday
2010020707,797,Sunday
2010020708,835,Sunday
2010020709,1049,Sunday
2010020710,1362,Sunday
2010020711,1579,Sunday
2010020712,1737,Sunday
2010020713,1795,Sunday
2010020714,1780,Sunday
2010020715,1965,Sunday
2010020716,1924,Sunday
2010020717,1885,Sunday
2010020718,1778,Sunday
2010020719,1155,Sunday
2010020720,1205,Sunday
2010020721,1061,Sunday
2010020722,1513,Sunday
2010020723,874,Sunday
2010020800,469,Monday
2010020801,169,Monday
2010020802,105,Monday
2010020803,106,Monday
2010020804,264,Monday
2010020805,908,Monday
2010020806,2249,Monday
2010020807,3379,Monday
2010020808,4100,Monday
2010020809,3774,Monday
2010020810,3047,Monday
2010020811,2714,Monday
2010020812,2244,Monday
2010020813,2486,Monday
2010020814,2685,Monday
2010020815,2749,Monday
2010020816,2267,Monday
2010020817,2490,Monday
2010020818,2183,Monday
2010020819,1595,Monday
2010020820,1233,Monday
2010020821,1071,Monday
2010020822,897,Monday
2010020823,629,Monday
2010020900,445,Tuesday
2010020901,124,Tuesday
2010020902,120,Tuesday
2010020903,109,Tuesday
2010020904,236,Tuesday
2010020905,897,Tuesday
2010020906,2320,Tuesday
2010020907,3416,Tuesday
2010020908,4113,Tuesday
2010020909,3933,Tuesday
2010020910,3020,Tuesday
2010020911,2626,Tuesday
2010020912,2339,Tuesday
2010020913,1966,Tuesday
2010020914,2239,Tuesday
2010020915,2302,Tuesday
2010020916,2499,Tuesday
2010020917,2597,Tuesday
2010020918,2360,Tuesday
2010020919,1748,Tuesday
2010020920,1131,Tuesday
2010020921,998,Tuesday
2010020922,827,Tuesday
2010020923,547,Tuesday
2010021000,296,Wednesday
2010021001,207,Wednesday
2010021002,148,Wednesday
2010021003,128,Wednesday
2010021004,219,Wednesday
2010021005,611,Wednesday
2010021006,1276,Wednesday
2010021007,1473,Wednesday
2010021008,1410,Wednesday
2010021009,1020,Wednesday
2010021010,685,Wednesday
2010021011,653,Wednesday
2010021012,442,Wednesday
2010021013,497,Wednesday
2010021014,702,Wednesday
2010021015,540,Wednesday
2010021016,490,Wednesday
2010021017,465,Wednesday
2010021018,384,Wednesday
2010021019,278,Wednesday
2010021020,268,Wednesday
2010021021,214,Wednesday
2010021022,241,Wednesday
2010021023,271,Wednesday
2010021100,178,Thursday
2010021101,146,Thursday
2010021102,85,Thursday
2010021103,131,Thursday
2010021104,209,Thursday
2010021105,562,Thursday
2010021106,1431,Thursday
2010021107,2401,Thursday
2010021108,2963,Thursday
2010021109,2413,Thursday
2010021110,2104,Thursday
2010021111,1810,Thursday
2010021112,1713,Thursday
2010021113,1766,Thursday
2010021114,1846,Thursday
2010021115,1995,Thursday
2010021116,2114,Thursday
2010021117,2354,Thursday
2010021118,2192,Thursday
2010021119,1686,Thursday
2010021120,1390,Thursday
2010021121,1232,Thursday
2010021122,978,Thursday
2010021123,857,Thursday
2010021200,490,Friday
2010021201,278,Friday
2010021202,156,Friday
2010021203,164,Friday
2010021204,284,Friday
2010021205,873,Friday
2010021206,2246,Friday
2010021207,3224,Friday
2010021208,3812,Friday
2010021209,3593,Friday
2010021210,2666,Friday
2010021211,2406,Friday
2010021212,2355,Friday
2010021213,2248,Friday
2010021214,2353,Friday
2010021215,2483,Friday
2010021216,2523,Friday
2010021217,2812,Friday
2010021218,2891,Friday
2010021219,2336,Friday
2010021220,2007,Friday
2010021221,1820,Friday
2010021222,1722,Friday
2010021223,1119,Friday
2010021300,726,Saturday
2010021301,401,Saturday
2010021302,257,Saturday
2010021303,200,Saturday
2010021304,233,Saturday
2010021305,412,Saturday
2010021306,1069,Saturday
2010021307,1519,Saturday
2010021308,1697,Saturday
2010021309,1731,Saturday
2010021310,1802,Saturday
2010021311,2113,Saturday
2010021312,2474,Saturday
2010021313,2176,Saturday
2010021314,2020,Saturday
2010021315,2219,Saturday
2010021316,2223,Saturday
2010021317,2507,Saturday
2010021318,2432,Saturday
2010021319,2498,Saturday
2010021320,2028,Saturday
2010021321,1692,Saturday
2010021322,1390,Saturday
2010021323,1209,Saturday
2010021400,770,Sunday
2010021401,421,Sunday
2010021402,242,Sunday
2010021403,199,Sunday
2010021404,224,Sunday
2010021405,245,Sunday
2010021406,558,Sunday
2010021407,812,Sunday
2010021408,945,Sunday
2010021409,1269,Sunday
2010021410,1612,Sunday
2010021411,1927,Sunday
2010021412,2328,Sunday
2010021413,2327,Sunday
2010021414,2314,Sunday
2010021415,2235,Sunday
2010021416,2319,Sunday
2010021417,2186,Sunday
2010021418,2260,Sunday
2010021419,1785,Sunday
2010021420,1462,Sunday
2010021421,1351,Sunday
2010021422,1013,Sunday
2010021423,848,Sunday
2010021500,549,Monday
2010021501,262,Monday
2010021502,158,Monday
2010021503,134,Monday
2010021504,192,Monday
2010021505,476,Monday
2010021506,1146,Monday
2010021507,1672,Monday
2010021508,2129,Monday
2010021509,1981,Monday
2010021510,2087,Monday
2010021511,1826,Monday
2010021512,2128,Monday
2010021513,1913,Monday
2010021514,1989,Monday
2010021515,2021,Monday
2010021516,2302,Monday
2010021517,2265,Monday
2010021518,2137,Monday
2010021519,1969,Monday
2010021520,1516,Monday
2010021521,1329,Monday
2010021522,1150,Monday
2010021523,824,Monday
2010021600,535,Tuesday
2010021601,327,Tuesday
2010021602,99,Tuesday
2010021603,123,Tuesday
